symbol,exchange,shortName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,messageBoardId,market,longNamecompanyOfficers,twitter,name,startDate,description,maxAge,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,address1,address2,address3,industryinitInvestment,family,categoryName,initAipInvestment,subseqIraInvestment,brokerages,managementInfo,subseqInvestment,legalType,styleBoxUrl,feesExpensesInvestment,feesExpensesInvestmentCat,initIraInvestment,subseqAipInvestment
BR,NYQ,"Broadridge Financial Solutions,",America/New_York,EST,True,-18000000.0,finmb_1032802,us_market,,,,,,1.0,11042,Technology,12000.0,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry worldwide. The company's Investor Communication Solutions segment processes and distributes proxy materials to investors in equity securities and mutual funds, as well as facilitates related vote processing services; and offers ProxyEdge, an electronic proxy delivery and voting solution. It also distributes regulatory reports and corporate action/reorganization event information, as well as tax reporting solutions; and provides end-to-end platform for content management, composition, and multi-channel distribution of regulatory, marketing, and transactional information, as well as mutual fund trade processing services. In addition, this segment offers financial reporting document composition and management solutions; SEC disclosure and filing services; registrar, stock transfer, and record-keeping services; customer communication solutions; cloud-based marketing and customer communication tools; customer and account data aggregation and reporting services, as well as creates sales and educational content, including seminars and a library of financial planning topics; and mutual fund trade processing services. The company's Global Technology and Operations segment offers desktop productivity tools, data aggregation, performance reporting, portfolio management, order capture and execution, trade confirmation, margin, cash management, clearance and settlement, asset servicing, reference data management, reconciliations, securities financing and collateral optimization, compliance and regulatory reporting, and accounting. It also provides capital market, wealth management, asset management, and international securities processing solutions; managed services; and customizable advisor Websites, search engine marketing, and electronic and print newsletters. The company was founded in 1962 and is headquartered in Lake Success, New York.",Lake Success,516-472-5400,NY,United States,http://www.broadridge.com,5 Dakota Drive,Suite 300,,,,,,,,,,,,,,,
AVGO,NMS,Broadcom Inc.,America/New_York,EST,True,-18000000.0,finmb_25016048,us_market,,,,,,1.0,95131-2313,Technology,21000.0,"Broadcom Inc. designs, develops, and supplies semiconductor infrastructure software solutions. It offers semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide. The company's infrastructure software solutions enable customers to plan, develop, automate, manage, and secure applications across mainframe, distributed, mobile, and cloud platforms. It operates through two segments, Semiconductor Solutions and Infrastructure Software. The company was incorporated in 2018 and is based in San Jose, California.",San Jose,408 433 8000,CA,United States,http://www.broadcom.com,1320 Ridder Park Drive,,,,,,,,,,,,,,,,
EAT,NYQ,"Brinker International, Inc.",America/New_York,EST,False,-18000000.0,finmb_260858,us_market,,,,,,1.0,75019,Consumer Cyclical,62200.0,"Brinker International, Inc., together with its subsidiaries, owns, develops, operates, and franchises casual dining restaurants in the United States and internationally. As of June 24, 2020, it owned, operated, or franchised 1,663 restaurants comprising 1,610 restaurants under the Chili's Grill & Bar name and 53 restaurants under the Maggiano's Little Italy brand name. The company was founded in 1975 and is based in Dallas, Texas.",Dallas,972 980 9917,TX,United States,http://www.brinker.com,3000 Olympus Boulevard,,,,,,,,,,,,,,,,
BRZU,PCX,Direxion Daily Brazil Bull 2X S,America/New_York,EST,True,-18000000.0,finmb_228909700,us_market,,,,,,1.0,,,,"The investment seeks daily investment results, before fees and expenses, of 200% of the daily performance of the MSCI Brazil 25/50 Index.
 The fund invests at least 80% of its net assets in financial instruments, such as swap agreements, and securities of the index, ETFs that track the index and other financial instruments that provide daily leveraged exposure to the index or ETFs that track the index. The index is designed to measure the performance of the large- and mid-capitalization segments of the Brazilian equity market, covering approximately 85% of the free float-adjusted market capitalization of Brazilian issuers. It is non-diversified.",,866-476-7523,,,,,,,,Direxion Funds,Trading--Leveraged Equity,,,,,,Exchange Traded Fund,http://us.i1.yimg.com/us.yimg.com/i/fi/3_0stylelargeeq2.gif,"{'annualHoldingsTurnover': 2.32, 'frontEndSalesLoad': None, 'annualReportExpenseRatio': 0.0128999995, 'netExpRatio': None, 'projectionValues': None, 'grossExpRatio': None, 'deferredSalesLoad': None, 'totalNetAssets': 22022.68, 'twelveBOne': None}","{'annualReportExpenseRatio': 0.009, 'frontEndSalesLoad': None, 'deferredSalesLoad': None, 'twelveBOne': None, 'annualHoldingsTurnover': 86.74, 'totalNetAssets': 22022.68, 'projectionValuesCat': None}",,
BSM,NYQ,"Black Stone Minerals, L.P.",America/New_York,EST,False,-18000000.0,finmb_3569186,us_market,,,,,,1.0,77002,Energy,,"Black Stone Minerals, L.P. owns and manages oil and natural gas mineral interests. The company owns mineral interests in approximately 16.8 million gross acres, nonparticipating royalty interests in 1.8 million gross acres, and overriding royalty interests in 1.7 million gross acres located in 41 states in the United States. As of December 31, 2019, the company had a total estimated proved oil and natural gas reserves of 68,543 barrels of oil equivalent. Black Stone Minerals, L.P. was founded in 1876 and is based in Houston, Texas.",Houston,713 445 3200,TX,United States,http://www.blackstoneminerals.com,1001 Fannin Street,Suite 2020,,,,,,,,,,,,,,,
BSV,PCX,Vanguard Short-Term Bond ETF,America/New_York,EST,False,-18000000.0,finmb_33837549,us_market,,,,,,1.0,,,,"The investment seeks to track the performance of Bloomberg Barclays U.S. 1-5 Year Government/Credit Float Adjusted Index.
 Bloomberg Barclays U.S. 1-5 Year Government/Credit Float Adjusted Index includes all medium and larger issues of U.S. government, investment-grade corporate, and investment-grade international dollar-denominated bonds that have maturities between 1 and 5 years and are publicly issued. All of its investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index.",,866-499-8473,,,,,,,,Vanguard,Short-Term Bond,,,,,,Exchange Traded Fund,http://us.i1.yimg.com/us.yimg.com/i/fi/3_0stylelargeeqNA.gif,"{'annualHoldingsTurnover': 0.44, 'frontEndSalesLoad': None, 'annualReportExpenseRatio': 0.0005, 'netExpRatio': None, 'projectionValues': None, 'grossExpRatio': None, 'deferredSalesLoad': None, 'totalNetAssets': 0, 'twelveBOne': None}","{'annualReportExpenseRatio': 0.0026, 'frontEndSalesLoad': None, 'deferredSalesLoad': None, 'twelveBOne': None, 'annualHoldingsTurnover': 172.41, 'totalNetAssets': 0, 'projectionValuesCat': None}",,
BSGM,NCM,"BioSig Technologies, Inc.",America/New_York,EST,False,-18000000.0,finmb_140829557,us_market,,,,,,1.0,06880,Healthcare,33.0,"BioSig Technologies, Inc., a medical device company, engages in developing and commercializing a proprietary biomedical signal processing technology platform to extract information from physiologic signals. The company's proprietary product include precise uninterrupted real-time evaluation of electrograms electrophysiology system, a computerized system intended for acquiring, digitizing, amplifying, filtering, measuring and calculating, displaying, recording, and storing of electrocardiographic and intracardiac signals for patients undergoing electrophysiology procedures in an electrophysiology laboratory under the supervision of licensed healthcare practitioners who are responsible for interpreting the data. It also focuses on enhancing intracardiac signal acquisition and diagnostic information for the procedures of atrial fibrillation and ventricular tachycardia. The company has a research agreement with University of Minnesota to develop novel therapies to treat sympathetic nervous system diseases. The company has a research agreement with University of Minnesota to develop novel therapies to treat sympathetic nervous system diseases; and a strategic collaboration with the Mayo Foundation for Medical Education and Research to develop an AI-and machine learning software solution for PURE EP systems. BioSig Technologies, Inc. was founded in 2009 and is headquartered in Westport, Connecticut.",Westport,203 409 5444,CT,United States,http://www.biosig.com,54 Wilton Road,2nd Floor,,,,,,,,,,,,,,,
BST,NYQ,BlackRock Science and Technolog,America/New_York,EST,True,-18000000.0,finmb_270362841,us_market,,,,,,1.0,19809,Financial Services,,"BlackRock Science and Technology Trust is a closed ended equity mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests directly and indirectly through derivative such as options in public equity markets of countries across the globe. The fund seeks to invest in stocks of companies operating across the science and technology sector. It invests in dividend paying and growth stocks of companies operating across all market capitalizations. BlackRock Science and Technology Trust was formed on 28 October, 2014 and is domiciled in the United States.",Wilmington,302-797-2000,DE,United States,http://www.blackrock.com/investing/products/270141/blackrock-science-and-technology-trust-fund,100 Bellevue Parkway,,,,,,,,,,,,,,,,
BSMX,NYQ,"Banco Santander Mexico, S.A., I",America/New_York,EST,False,-18000000.0,finmb_879922,us_market,,,,,,1.0,01219,Financial Services,21422.0,"Banco Santander MÃ©xico, S.A., InstituciÃ³n de Banca MÃºltiple, Grupo Financiero Santander MÃ©xico provides various banking products and services in Mexico. The company operates through Retail Banking and Corporate and Investment Banking segments. It offers various deposit products, such as current accounts, savings accounts, and time deposits, as well as certificates of interbank deposits; and payroll loans, personal loans, credit cards, mortgages, and insurance brokerage services. The company also provides cash management, working capital solutions, and trade finance; structured credit and debt products, project finance, and asset based finance; financial and strategic advisory services for mergers and acquisition; solutions and services for investing and hedging; and Internet and mobile banking services. It serves individuals, private banking clients, small and medium-sized enterprises, middle-market corporations, government institutions, and corporate and institutional customers. As of December 31, 2019, it operated through a network of 1,402 offices; 9,015 ATMs; and 3,007 contact center positions. The company was formerly known as Banco Santander (MÃ©xico), S.A., InstituciÃ³n de Banca MÃºltiple, Grupo Financiero Santander and changed its name to Banco Santander MÃ©xico, S.A., InstituciÃ³n de Banca MÃºltiple, Grupo Financiero Santander MÃ©xico in September 2012. The company was founded in 1932 and is headquartered in Mexico City, Mexico. Banco Santander MÃ©xico, S.A., InstituciÃ³n de Banca MÃºltiple, Grupo Financiero Santander MÃ©xico operates as a subsidiary of Grupo Financiero Santander MÃ©xico, S.A. de C.V.",Mexico City,52 55 5257 8000,DF,Mexico,http://www.santander.com.mx,Avenida ProlongaciÃ³n Paseo de la Reforma 500,Colonia Lomas de Santa Fe DelegaciÃ³n Ãlvaro ObregÃ³n,,,,,,,,,,,,,,,
BSTZ,NYQ,BlackRock Science and Technolog,America/New_York,EST,False,-18000000.0,finmb_604484609,us_market,,,,,,1.0,19809,,,,Wilmington,302-797-2000,DE,United States,,100 Bellevue Parkway,,,,,,,,,,,,,,,,
BSET,NMS,"Bassett Furniture Industries, I",America/New_York,EST,False,-18000000.0,finmb_253995,us_market,,,,,,1.0,24055,Consumer Cyclical,2071.0,"Bassett Furniture Industries, Incorporated engages in the manufacture, marketing, and retail of home furnishings in the United States and internationally. It operates in three segments: Wholesale, Retail Âcompany-owned Stores, and Logistical Services. The company engages in the design, manufacture, sourcing, sale, and distribution of furniture products to a network of company-owned retail stores and licensee-owned stores, and independent furniture retailers; and wood and upholstery operations. As of November 28, 2020, it operated a network of 63 company-owned stores and 34 licensee-owned stores. It also provides shipping, and warehousing services to customers in the furniture industry. In addition, the company owns and leases retail store properties; and distributes its products through other multi-line furniture stores, Bassett galleries or design centers, mass merchants, and specialty stores, as well as sells its products online. Bassett Furniture Industries, Incorporated was founded in 1902 and is based in Bassett, Virginia.",Bassett,276-629-6000,VA,United States,http://www.bassettfurniture.com,3525 Fairystone Park Highway,,,,,,,,,,,,,,,,
BSTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTI,NYQ,British American Tobacco  Indus,America/New_York,EST,False,-18000000.0,finmb_326614,us_market,,,,,,1.0,WC2R 2PG,Consumer Defensive,56689.0,"British American Tobacco p.l.c. provides cigarettes and other tobacco products worldwide. It manufactures vapour and tobacco heating products; oral tobacco and nicotine products, such as snus, tobacco-free nicotine pouches, and moist snuff; cigars; and e-cigarettes. The company offers its products under the Dunhill, Kent, Lucky Strike, Pall Mall, Rothmans, Newport, Camel, Natural American Spirit, Vogue, Viceroy, Kool, Peter Stuyvesant, Craven A, Benson and Hedges, 555, Peter Stuyvesant, Double Happiness, Granit, Mocca, and Kodiak brands. The company sells its products to retail outlets. British American Tobacco p.l.c. was founded in 1902 and is headquartered in London, the United Kingdom.",London,44 20 7845 1000,,United Kingdom,http://www.bat.com,Globe House,4 Temple Place,,,,,,,,,,,,,,,
